drug_id,target_id,drug_mechanism_of_action_on_target
D04OJM,T61698,Modulator
D05PUD,T61698,Modulator
D08XFA,T61698,Modulator
D0W7JZ,T63966,Inhibitor
D0BH7Z,T64567,Enhancer
D00QVT,T67363,Antagonist
D08WTE,T67805,
D0NC1Q,T67805,Modulator
D0T4BL,T68251,Inhibitor
D0L7LC,T68547,Inhibitor
D0ES1Q,T75243,Inhibitor
D0H7XL,T75243,Inhibitor
D0K3QS,T75243,Inhibitor
D05LQX,T75797,Agonist
D0XT5Q,T76285,Inhibitor
D01ZRI,T80975,Modulator
D0F0ZY,T80975,Inhibitor
D0W7JZ,T80975,Modulator
D0N8JG,T83386,Modulator
D07JEW,T84631,Modulator
D00QVT,T88806,Antagonist
D0C2PH,T91435,CAR-T-Cell-Therapy
D0RA9C,T91435,CAR-T-Cell-Therapy
D0T7OI,T94718,Inhibitor
D04GPZ,T51038,Modulator
D0A5FM,T57680,Stimulator
D0A5FM,T71398,Stimulator
DNM9C4,T94781,Inhibitor
D81KMY,T03513,Agonist
D0R2NE,T67162,Agonist
D0R2NE,T76904,Inhibitor
D04XEO,T21782,Inhibitor
D07AVU,T20761,Inhibitor
D0IR8J,T83904,Inhibitor
D0B9FW,T07341,Binder
D05LKP,T88240,Inhibitor
D02RQT,T00140,Modulator
D05VVX,T00140,Inhibitor
D09SCI,T00140,Modulator
D0H0IA,T00140,Modulator
D0L6VH,T00140,Modulator
D0L8RG,T00140,Modulator
D0X8VV,T00140,Modulator
D0S1UZ,T01110,Modulator
D09ZWH,T01575,Inhibitor
D04YNI,T01840,Modulator
D0Z2FB,T02001,Inhibitor
D0YA0N,T02318,Inhibitor
D0V0NL,T02703,Inhibitor
D08RDD,T02808,Blocker
D03XYW,T03403,Inhibitor
D0H0IA,T03403,Modulator
D0M9DC,T03403,Inhibitor
D00NXT,T03573,Modulator
D0I1BQ,T06671,Binder
D0HT2X,T06841,
D04XJM,T07403,Modulator
D0Y7IC,T08391,Modulator
DH0A6O,T08391,Inhibitor
D0MW3H,T08856,Modulator
D05TZJ,T09092,Activator
D07GIB,T09960,Antagonist
D04ZLG,T10191,
D0Z2FB,T10265,Inhibitor
D07KFB,T11164,Modulator
D0V9ND,T11309,Inhibitor
D04VGR,T11388,Inhibitor
D07BIK,T11388,Inhibitor
D0GG7L,T13852,Modulator
D0I2RB,T13852,Agonist
D0N8AB,T13852,Agonist
D07PRH,T14592,
D06HNO,T14755,Inhibitor
D0C8NG,T14755,
D05PTT,T14912,Inhibitor
D0EZ9C,T15000,Modulator
D05ILZ,T15439,Modulator
D0MT7W,T15439,Modulator
D07YNM,T15783,Modulator
D05VTN,T16016,Antagonist
D0KF6X,T16016,Antagonist
D0Q2BB,T16016,Antagonist
D0UX2V,T16016,Modulator
D0X2PQ,T16340,Modulator
D02OTK,T17345,Inhibitor
D06PHH,T18299,Modulator
D04VCF,T19556,
D04DQO,T20178,Inhibitor
D04GTA,T20178,Inhibitor
D05RTF,T20178,
D06FMO,T20178,
D08KCK,T20178,Inhibitor
D09FSG,T20178,
D0CA0P,T20178,Inhibitor
D0D9HZ,T20178,Inhibitor
D0K5KS,T20178,
D0Q9ZD,T20178,Inhibitor
D0Y0FZ,T20178,Inhibitor
D0Y8TZ,T20178,
D1ROU2,T20178,Inhibitor
D05VVX,T20761,Modulator
D04DQO,T22095,Inhibitor
D08YWY,T22095,Modulator
D0A7NZ,T22095,
D04QWQ,T23172,Inhibitor
D06EIC,T23172,Inhibitor
D0EG1I,T23172,Modulator
D03FVR,T23347,
D0W7VG,T23347,Antagonist
D03FUO,T25005,Inhibitor
D08AOZ,T25005,Inhibitor
D0VS3U,T25005,Inhibitor
DE3VU1,T25005,Inhibitor
DTF20P,T25005,Inhibitor
DW5R6Y,T25307,Agonist
D0D4JI,T25317,Modulator
D04VBF,T26500,Antagonist
D0Z5IU,T26623,Inhibitor
D0X8RS,T28385,Inhibitor
D06NPB,T29754,Inhibitor
D0SZ1G,T30687,Modulator
D07OGR,T31479,Modulator
D0D3KY,T31479,Inhibitor
D0B5VA,T31818,Antagonist
D00NUG,T32578,Modulator
D07IVS,T32578,
D07TCS,T32578,Modulator
D0DT8Y,T32578,Modulator
D0OX9Q,T32938,Inhibitor
D00XNC,T33846,
D0A7NZ,T33846,
D0HG5M,T34296,Modulator
D03KWN,T34624,Inhibitor
D08CQE,T34624,Inhibitor
D0O6ZO,T34624,Inhibitor
D0Y6ZK,T36059,Agonist
D01DTQ,T37693,Agonist
D03CHE,T40016,Agonist
D0IT2G,T40016,Agonist
D0OS8C,T40016,Modulator
D03GII,T40332,Modulator
D04VGR,T41141,Inhibitor
DW24LQ,T41141,Inhibitor
DYU3I8,T41141,Inhibitor
D0TD2G,T42000,
D06EIC,T43415,Inhibitor
D0Y7IC,T43415,Inhibitor
D0C8NG,T45758,Inhibitor
D0V3HC,T45758,Antagonist
D3NSU0,T45758,Inhibitor
DPDI65,T45758,Inhibitor
D08YHB,T46524,Modulator
D0OX9Q,T47818,Inhibitor
D5S7JL,T48703,Inhibitor
D08XVR,T50699,Antagonist
D0EW4L,T50912,Binder
D0E5GY,T52450,Inhibitor
D0HG5M,T52450,Inhibitor
D0MW3H,T52450,Modulator
D0E5GY,T54156,Inhibitor
D00NXT,T56365,Modulator
D0EW4L,T58238,Binder
D0J0KT,T58238,Inhibitor
D03UVL,T58589,Antagonist
D0W9ZT,T58992,Agonist
D0MM2K,T59626,Antagonist
D02XFH,T59631,
D0Y0JH,T60529,Inhibitor
D0H0ZU,T60708,Antagonist
D0J4PM,T60708,
D00LSI,T61400,Modulator
D0SX4K,T61400,Modulator
D0G9ZW,T61698,Modulator
D0Z2FB,T61744,Inhibitor
D04VGR,T61746,Inhibitor
D01IDW,T62431,Inhibitor
D0V8HJ,T62431,Modulator
DY57LN,T62431,Inhibitor
D06EIC,T62460,Inhibitor
D0HB4E,T62460,Inhibitor
D0Y7IC,T62460,Modulator
DD6A7P,T62460,Inhibitor
DH0A6O,T62460,Inhibitor
D9J6XV,T63068,Inhibitor
DN2Z5C,T63207,Agonist
D01TLV,T63414,Antagonist
D05JCG,T63484,Modulator
D04KMQ,T65755,Modulator
D04WCI,T65864,Inhibitor
D04YHW,T65864,Inhibitor
D0D9AH,T65864,Modulator
D00HGB,T66665,Inhibitor
D01QRG,T66665,Inhibitor
D02OHR,T66665,Inhibitor
D04DUJ,T66665,Inhibitor
D09BHB,T66665,Inhibitor
D09MGR,T66665,Inhibitor
D0A1PX,T66665,Modulator
D0I6IB,T66665,Inhibitor
D0R1RS,T66665,Modulator
D0R5TT,T66665,Inhibitor
D0T3KZ,T66665,Inhibitor
D0Z9YW,T66665,Modulator
D09ZXO,T67363,Modulator
DOR1I0,T67849,Inhibitor
D0Z3AK,T68039,Modulator
D04VGR,T68290,Inhibitor
D02LCL,T69085,Inhibitor
D02DES,T72515,Antagonist
D06YFO,T72841,Modulator
D06KCF,T73097,
D00XKB,T73992,Inhibitor
D06KCF,T74002,Antagonist
D09SJE,T74002,Modulator
D0B0VD,T74002,
D0C7ZB,T74002,
D03QEB,T74402,Inhibitor
D09OTU,T75440,Inhibitor
D0N4ND,T77664,
D05UPB,T78198,Inhibitor
DOR1I0,T80276,Inhibitor
D09TRM,T80942,Modulator
D01DVX,T82393,Inhibitor
D0HG5M,T82393,Modulator
D09SQM,T83687,
D08BXT,T84581,Inhibitor
D0L1OC,T85158,
D08TQK,T86552,
D0B6WV,T86552,
D0U4QQ,T86552,Modulator
D0W0BN,T86552,Modulator
D0U2FN,T86591,Modulator
D0E5GY,T86702,Inhibitor
D03YKQ,T87946,Modulator
D0I9YI,T89988,Antagonist
D0V0NL,T89988,Antagonist
D0V9ND,T89988,Antagonist
D05NIR,T93440,
D0Z8CQ,T93440,Modulator
D9J6XV,T93440,Inhibitor
D08HZC,T93783,Inhibitor
D00IUD,T95488,Inhibitor
D0B0VD,T96837,
D05PTT,T97035,Inhibitor
D0A3HF,T98269,Inhibitor
D0K1CL,T98269,Modulator
D0U6WQ,T98269,Modulator
D0LQ3L,T99340,Inhibitor
D04DAL,T11822,Modulator
D00GOS,T31479,Inducer
D0FL5V,T31479,Inhibitor
D0G7KJ,T31479,Inhibitor
D0O5ZB,T09092,Modulator
DU7G5P,T20178,
D0P9YQ,T22978,Modulator
D0Y5JZ,T47077,Agonist
D00WHL,T59550,Modulator
D02LUP,T96299,Modulator
D0S0HA,T24587,Modulator
D0O3CV,T75243,Inhibitor
D0D7BX,T80975,Antagonist
D01TJM,T96079,Modulator
D0P4MT,T66023,Modulator
D0K4HW,T28893,Modulator
D00VPT,T29683,Antagonist
D0N4NJ,T32060,Modulator
D0N4NJ,T67162,Modulator
D03AZY,T02551,Antagonist
D04UXX,T02551,Antagonist
D05IPO,T02551,Binder
D0F6WV,T02551,Antagonist
D0G2LT,T02551,Antagonist
D0M8LN,T02551,Inhibitor
D0P3IZ,T02551,Modulator
D0Q2VL,T02551,Antagonist
D0R1PZ,T02551,Modulator
D0T3JW,T02551,Binder
D0V1SD,T02551,Antagonist
D0X6XH,T02551,Agonist
D0Y6SN,T02551,Antagonist
D0B6RA,T02719,Agonist
D0P0ZY,T02719,Modulator
D03NTJ,T07806,Modulator
D06LKM,T16486,
D09IRN,T16691,Enhancer
D0WH4L,T16691,Modulator
D02YVM,T22118,Modulator
D0J7WO,T22118,Binder
D00MQS,T24983,Antagonist
D00VSQ,T24983,Modulator
D01RAE,T24983,Binder
D04PVN,T24983,Binder
D0I2OP,T24983,Antagonist
D0L3JI,T24983,Antagonist
D0Q5YH,T24983,Modulator
D0S7XR,T24983,Modulator
D0WQ5S,T24983,Binder
D0X6XH,T24983,Agonist
D0Z1RV,T24983,Modulator
D0Q7QY,T26623,Inhibitor
D01FUB,T27137,Agonist
D0B7QP,T27944,Agonist
D0J8UV,T28893,Agonist
D0R1YL,T28893,Agonist
D05OTL,T29303,Blocker
D0P2KG,T29683,Modulator
D00PXQ,T32060,Antagonist
D01QGX,T32060,Modulator
D02YVM,T32060,Modulator
D04PLI,T32060,Modulator
D05RMW,T32060,Binder
D06NOF,T32060,Modulator
D08GJH,T32060,Antagonist
D0A3OF,T32060,Antagonist
D0A7KI,T32060,Modulator
D0A8IE,T32060,Agonist
D0L7TA,T32060,Antagonist
D0M8VE,T32060,Antagonist
D0N5NM,T32060,Antagonist
D1CWL0,T32060,Antagonist
D03RXS,T33124,Inhibitor
D0Z4KX,T33584,Binder
D06LKM,T34429,Antagonist
D0I2LX,T34429,Antagonist
D0R1JV,T34429,Binder
D0U5JP,T34429,Antagonist
D0R4OM,T39610,Inhibitor
D01RBR,T42446,Modulator
D0L7TA,T45674,Antagonist
D00IRU,T46360,Binder
D09DRG,T46360,Antagonist
D09OTG,T46360,Antagonist
D0A3XA,T46360,Modulator
D0B7BX,T46360,Binder
D0M9GE,T46360,Antagonist
D0MK2C,T46360,Binder
D0Q7QY,T46360,Binder
D0U7VO,T46360,Modulator
D0X6XH,T46360,Agonist
D05RMW,T46828,Binder
D07YLK,T46828,Antagonist
D0A3OF,T46828,Antagonist
D0P2KG,T47094,Modulator
D04LEK,T54128,Modulator
D0G8UY,T54128,Activator
D0IV7Z,T54128,Modulator
D00XVL,T56367,Inhibitor
D0F6WV,T56923,Antagonist
D07WSR,T62820,Agonist
D0P0ZY,T62820,Modulator
D01OIL,T63068,Binder
D0L6OA,T64382,Agonist
D0V1SD,T64591,Antagonist
D01UUD,T64765,Agonist
D0RV0O,T64765,Inverse agonist
D0CQ0Z,T64795,Blocker
D0L3JI,T64795,Blocker
D00KHM,T67162,Antagonist
D01AZG,T67162,Antagonist
D01DAW,T67162,Modulator
D01PIL,T67162,Antagonist
D01QGX,T67162,Modulator
D01ZII,T67162,Antagonist
D02HED,T67162,Antagonist
D02JMI,T67162,Modulator
D02YVM,T67162,Modulator
D03ELL,T67162,Antagonist
D03QGM,T67162,Antagonist
D03ZZH,T67162,Modulator
D04AAN,T67162,Agonist
D04NPR,T67162,Modulator
D04UXX,T67162,Antagonist
D05RMW,T67162,Binder
D06NOF,T67162,Modulator
D08GJH,T67162,Antagonist
D09TPF,T67162,Binder
D0A3OF,T67162,Antagonist
D0A7KI,T67162,Modulator
D0A7PW,T67162,Modulator
D0A8IE,T67162,Agonist
D0AO6B,T67162,Modulator
D0C8PE,T67162,Agonist
D0D1AL,T67162,Antagonist
D0E0LQ,T67162,Antagonist
D0F6WV,T67162,Antagonist
D0H7KF,T67162,Agonist
D0I8LU,T67162,Antagonist
D0IN7I,T67162,Agonist
D0J0WX,T67162,Agonist
D0K0GF,T67162,Modulator
D0L6OA,T67162,Antagonist
D0M8LN,T67162,Inhibitor
D0M8VE,T67162,Antagonist
D0N5NM,T67162,Antagonist
D0N6FZ,T67162,Agonist
D0O5TR,T67162,Modulator
D0OC3J,T67162,Antagonist
D0OS6O,T67162,Antagonist
D0P3IZ,T67162,Modulator
D0Q0HR,T67162,Binder
D0QU8H,T67162,Antagonist
D0R1JV,T67162,Agonist
D0R1PZ,T67162,Modulator
D0U1CL,T67162,Inhibitor
D0U1OE,T67162,Antagonist
D0U5FS,T67162,Antagonist
D0U5OE,T67162,Antagonist
D0V4QS,T67162,Agonist
D0XE0X,T67162,Agonist
D1CWL0,T67162,Antagonist
D00ENY,T69494,Antagonist
D04MMJ,T69494,Antagonist
DB18SE,T69494,Modulator
D00CFU,T69685,Inhibitor
D02XSL,T69685,Modulator
D04NIZ,T69685,Modulator
D05WWJ,T69685,Blocker
D06SBS,T69685,Blocker
D07PNC,T69685,Blocker
D0B6IZ,T69685,Blocker
D0F4NP,T69685,Inhibitor
D0H2KL,T69685,Inhibitor
D0I6JG,T69685,Blocker
D0O0BM,T69685,Inhibitor
D0O5ZT,T69685,Blocker
D0R8HY,T69685,Modulator
D0U1HP,T69685,Blocker
D0W7FS,T69685,Inhibitor
D0WY2L,T69685,Blocker
D0Y3AZ,T69685,Modulator
D0Y9KR,T69685,Blocker
D76PDV,T69685,Inhibitor
DJOU19,T69685,Inhibitor
DDKF39,T72065,Blocker
D0B4RU,T72841,Agonist
D06FQS,T75984,Modulator
D0P3IZ,T75984,Modulator
D0M7LQ,T76685,Antagonist
D0U1CL,T76904,Inhibitor
D03QWO,T77365,Agonist
D03QWO,T78111,Agonist
D01DAW,T78709,Modulator
D03ZZH,T78709,Modulator
D04UXX,T78709,Antagonist
D04ZKY,T78709,Agonist
D05IPO,T78709,Binder
D0K0GF,T78709,Modulator
D0X6XH,T78709,Agonist
D06NOF,T79062,Modulator
D0F6WV,T79724,Inhibitor
D0A8IE,T79961,Agonist
D0N5NM,T79961,Antagonist
D9PBQ8,T82668,Inhibitor
DPQ4U3,T82668,Inhibitor
DVQ37G,T82668,Inhibitor
D04PLI,T83813,Modulator
D09GPI,T84133,Inhibitor
D09UZL,T84133,Inhibitor
D0LB6D,T84133,Inhibitor
D0OH2W,T84133,Inhibitor
D0X0PP,T84133,Inhibitor
DC29HL,T84133,Inhibitor
D0OU3Q,T84160,Antagonist
D0V1SD,T84160,Antagonist
DO2P5G,T84160,Antagonist
D0B3UJ,T85605,Antagonist
D00JRA,T93662,Modulator
D0L2GX,T99347,Agonist
D04ZKY,T99524,Agonist
D07HBX,T06569,Inhibitor
D07HBX,T13201,Inhibitor
D07HBX,T16987,Inhibitor
D07HBX,T20401,Inhibitor
D07HBX,T43920,Inhibitor
D07HBX,T53378,Inhibitor
D07HBX,T60529,Inhibitor
D0C8FX,T87975,Modulator
D0R5XK,T02703,Modulator
D07AWM,T20178,
D1JS9X,T21960,Binder
D0UB5A,T23212,
D05XTQ,T23714,Modulator
D0N6OE,T33754,Modulator
D01DSP,T34743,Binder
D07MOX,T44068,Stimulator
D08GSF,T49814,Binder
D04ZCZ,T50269,Inhibitor
D0X0EU,T52110,Modulator
D04ZCZ,T55285,Inhibitor
D0AK5G,T69912,Modulator
D0B7VK,T78890,Inhibitor
D0S3YN,T79232,Agonist
D05KUP,T80896,Agonist
D09LZA,T81443,Modulator
D0E4GG,T81443,Antagonist
D0SJ8Q,T81443,Inhibitor
D07JQO,T83369,
D01KZC,T87023,Antagonist
D01RFI,T87023,Inhibitor
D04ENK,T87023,Modulator
D05KQE,T87023,Antagonist
D05RBL,T87023,Modulator
D07SGB,T87023,Antagonist
D0C7LF,T87023,Antagonist
D0I6UU,T87023,Antagonist
D0Q1UR,T87023,Antagonist
D0S4JY,T87023,Antagonist
D0U7DI,T87023,Antagonist
D0W6AF,T87023,Antagonist
D0Y2ES,T87023,Antagonist
D0E6FO,T87946,Inhibitor
D07DTC,T92072,Modulator
D04ONP,T92138,Inhibitor
D1JS9X,T92144,Activator
D0ZI0K,T01777,Modulator
D0ZI0K,T11448,Modulator
D0H6QU,T67162,Agonist
D0I0ZP,T14342,Inhibitor
DVYW59,T08029,
DU47SF,T10965,Inhibitor
DWY87T,T10965,Inhibitor
D1Z0IM,T17852,Inhibitor
DVU2Y5,T26470,
D5U4MY,T31458,
D0C9LQ,T31825,Modulator
DSEP59,T31825,Modulator
D09RII,T49493,Modulator
DWR4I7,T49493,Inhibitor
D0D5LX,T49689,
D95GKC,T71369,Inhibitor
D2SPH4,T71398,Stimulator
D2SRG1,T72835,Antagonist
DPIE08,T80886,Inhibitor
D5QR2M,T88304,Inhibitor
D0V0UH,T16144,Modulator
D0Q4CS,T67684,Agonist
DGO2C1,T67849,Inhibitor
D1O4MP,T68001,Agonist
D0Q4CX,T97873,Antagonist
D4M8RS,T22348,Inhibitor
D0CI9T,T34743,Modulator
D4H2CP,T34743,Binder
D4M8RS,T72545,Inhibitor
D06CTE,T46482,Agonist
D09BNZ,T66505,Modulator
D06OMW,T83011,Inhibitor
D06IIB,T68066,Modulator
D00THJ,T83145,Inhibitor
D05UGL,T83145,Inhibitor
D06YEK,T83145,Inhibitor
D0J2VS,T83145,Inhibitor
D09HJS,T86836,Inhibitor
D0X4IO,T93711,
D0HZ2E,T20251,Inhibitor
D00TLM,T32060,Modulator
D0GJ7B,T32060,Modulator
D0HZ2E,T32060,Antagonist
D0B9OG,T62292,Modulator
D02EVT,T64765,Antagonist
D0N1GB,T64765,Antagonist
D0T6TH,T64765,Antagonist
D06EQP,T77913,Antagonist
D0YP7L,T79062,Modulator
D0HZ2E,T83813,Inhibitor
DUAO82,T84457,Modulator
D01ESJ,T97613,Modulator
D05GOM,T97613,Modulator
D0MD8D,T27495,Inhibitor
D74PRE,T31479,
D0J1ZH,T84457,Modulator
D0T4PA,T00100,Inhibitor
D0Z0FA,T00100,Modulator
D04SXL,T00176,Inhibitor
D08JSQ,T00176,Inhibitor
D0C1WR,T00176,Modulator
DE7N6F,T00176,Antagonist
DW3AX4,T00176,Inhibitor
D40DVS,T00254,Agonist
DW18LK,T00254,Agonist
D0G0AQ,T00484,Antagonist
D8MS6C,T00749,Inhibitor
DXK49H,T00749,Inhibitor
D1BCW8,T01003,Inhibitor
D05JAA,T01110,Modulator
D06NQH,T01110,Modulator
D0CN7I,T01110,Modulator
D0I8DX,T01110,Modulator
D0A7XQ,T01271,Inhibitor
D5R7AE,T01521,Inhibitor
D02ERH,T01840,Inducer
D07PWY,T01973,
D0BG2L,T01973,
D7L8JC,T02246,Chelator
D0W5NW,T02258,Inhibitor
DE8S2F,T02258,Inhibitor
D0A1GR,T02617,Modulator
D0QB8Q,T02617,Inducer
D01GQD,T02677,Modulator
D07TMR,T02677,Modulator
D07SDQ,T02703,Inhibitor
D0V6MX,T03189,
D0X8TK,T03189,
DK52QX,T03313,Inhibitor
D0C5VQ,T03346,Agonist
D0Y1BF,T03346,Antagonist
DIY4C2,T03634,Inhibitor
DA4O8C,T03672,Inhibitor
D06ETI,T03755,Inhibitor
D0O8BP,T03871,
D3OUH0,T03917,Inhibitor
D0VV5X,T04084,Inhibitor
D09KUE,T04741,Inhibitor
D03BHZ,T05031,Inhibitor
D0KJ2J,T05031,Modulator
D0Y9TS,T05849,Agonist
D05FPZ,T06011,Inhibitor
D07VHU,T06011,Inhibitor
D0U7XJ,T06011,Inhibitor
D1ONZ8,T06011,Inhibitor
DG6V7E,T06011,
D0I3QU,T06037,
D0J2GG,T06093,Inhibitor
DUI59O,T06128,Inhibitor
D02JHW,T06273,Inhibitor
D04ABS,T06273,Inhibitor
D08AOV,T06273,Inhibitor
D0EQ1J,T06273,Inhibitor
D0P4DG,T06273,Inhibitor
D0R7FS,T06273,Inhibitor
D0VY5O,T06273,Inhibitor
D8TE4F,T06273,Inhibitor
DO0LP3,T06273,Inhibitor
D06XBN,T06475,
D0Z1OR,T06475,Modulator
D07SDQ,T06569,Inhibitor
D0VD7H,T06569,Inhibitor
D43GZX,T06569,Inhibitor
DC5A9Q,T06841,Replacement
D07PVB,T06869,Inhibitor
D0XD7V,T06955,Antagonist
DL30JC,T06958,Inhibitor
D03UDF,T07173,Inhibitor
D07TOK,T07173,Inhibitor
D0FA6S,T07173,Inhibitor
D0M8UO,T07173,Inhibitor
D0N0DU,T07173,Inhibitor
D0N1CF,T07173,Inhibitor
D0QP8X,T07173,Inhibitor
D0T3TZ,T07173,Inhibitor
D0T8XD,T07173,Inhibitor
D00IFR,T07279,Modulator
D02WVT,T07303,Inhibitor
D05PWX,T07303,Inhibitor
D08GBT,T07303,Inhibitor
D09JSM,T07303,Modulator
D0M9QZ,T07303,Modulator
D0P6DJ,T07303,Inhibitor
D0U3XL,T07303,Inhibitor
D0Z6MT,T07303,Inhibitor
D0X3YY,T07394,
DRL76S,T07893,Inhibitor
DK4I9R,T07931,Inhibitor
D7RK2M,T08326,Inhibitor
D00RYA,T08391,Inhibitor
D05AJT,T08391,Inhibitor
D09VZR,T08391,Inhibitor
D0A7XQ,T08391,Inhibitor
D0I6QN,T08391,Inhibitor
D0N8CN,T08391,Inhibitor
D75LNO,T08499,Agonist
D03JZC,T09058,
D0T8HR,T09058,Immunomodulator
DQ15HJ,T09058,
D82DGN,T09528,Inhibitor
D0VR5T,T09756,Modulator
D00QTU,T09826,Modulator
D00XCX,T09826,Inhibitor
D01FUC,T09826,Inhibitor
D02PAW,T09826,Inhibitor
D03QAS,T09826,Inhibitor
D04TIJ,T09826,Inhibitor
D04VPP,T09826,Inhibitor
D05GUK,T09826,Modulator
D05ZQV,T09826,Inhibitor
D06UFH,T09826,Inhibitor
D06XCF,T09826,Inhibitor
D07DAU,T09826,Modulator
D07VJK,T09826,Inhibitor
D07YCR,T09826,Modulator
D09CZS,T09826,Inhibitor
D09YDM,T09826,Modulator
D0A1LS,T09826,Inhibitor
D0A6NP,T09826,Inhibitor
D0B3CT,T09826,Modulator
D0BW2N,T09826,Modulator
D0C0AA,T09826,Inhibitor
D0E1VV,T09826,Modulator
D0E6QI,T09826,Inhibitor
D0G9RW,T09826,Modulator
D0H2DN,T09826,Inhibitor
D0J7AI,T09826,Inhibitor
D0K0IS,T09826,Inhibitor
D0K6QU,T09826,Inhibitor
D0N0VW,T09826,Inhibitor
D0N1FR,T09826,Modulator
D0OH5V,T09826,Modulator
D0RS4X,T09826,Inhibitor
D0T6VU,T09826,Modulator
D0U0BP,T09826,Inhibitor
D0U6ML,T09826,Inhibitor
D0W0VD,T09826,Modulator
D0Z1VE,T09826,Stimulator
D0Z7FK,T09826,Inhibitor
DDXH71,T09826,Inhibitor
DT8R1L,T09826,Inhibitor
D04XBU,T09937,Modulator
D0YB6P,T09937,Inhibitor
D0B1SG,T09960,Modulator
D09KUE,T10091,Inhibitor
D0F3VI,T10191,
D03LCX,T10491,Antagonist
DBJ36R,T10491,Inhibitor
D0N1QH,T10877,Modulator
D02JFF,T10937,
D0Y3JR,T10937,
D00WOT,T10965,
D0D2LF,T11069,Inhibitor
D04QFY,T11211,Modulator
D0JC4J,T11211,Modulator
D07HZP,T11309,
D05ZLY,T11451,Agonist
D0U8LD,T11451,Agonist
DBU13L,T11451,Agonist
D08GRF,T11822,Modulator
D0I9HG,T11822,Antagonist
DNI28K,T12091,Inhibitor
D2YT5I,T12097,
D06ETI,T12355,Inhibitor
D0T0KT,T12355,Inhibitor
D01WJM,T12475,Inhibitor
D01XHU,T12475,Inhibitor
D08XFR,T12475,Antagonist
D0Y3ZX,T12475,Modulator
D02XNW,T12499,Inhibitor
D0C3AD,T12499,Inhibitor
D0U3XL,T12499,Inhibitor
D08IID,T13057,Inhibitor
D1LEU5,T13057,Inhibitor
DM16HS,T13057,Inhibitor
DN7M4T,T13057,Inhibitor
DS9R3G,T13057,Inhibitor
DYQZ38,T13057,Inhibitor
D03OLA,T13127,Inhibitor
D07RKN,T13127,Modulator
D0NE3C,T13127,Inhibitor
D0W2ED,T13127,Inhibitor
D07SDQ,T13201,Inhibitor
D0VD7H,T13201,Inhibitor
D9YG4P,T13348,Inhibitor
D09VFU,T13616,Inhibitor
D00CRQ,T13629,Inhibitor
D01AYP,T13629,Inhibitor
D01MSP,T13629,Inhibitor
D01OQQ,T13629,Inhibitor
D01PJZ,T13629,Inhibitor
D02SES,T13629,Inhibitor
D02UJS,T13629,Inhibitor
D02XVC,T13629,Inhibitor
D03BCV,T13629,Inhibitor
D03HAA,T13629,Inhibitor
D03TWD,T13629,Inhibitor
D04CCX,T13629,Inhibitor
D04ESH,T13629,Inhibitor
D04HBL,T13629,Inhibitor
D04PCT,T13629,Inhibitor
D04TLQ,T13629,Inhibitor
D05COE,T13629,Inhibitor
D06BSV,T13629,Inhibitor
D06VTI,T13629,Inhibitor
D07ZQS,T13629,Inhibitor
D08EHL,T13629,Inhibitor
D08JWY,T13629,Inhibitor
D08RET,T13629,Inhibitor
D0A5OT,T13629,Inhibitor
D0B2VS,T13629,Inhibitor
D0CH8E,T13629,Inhibitor
D0D3RS,T13629,Inhibitor
D0DP8E,T13629,Inhibitor
D0EI4B,T13629,Inhibitor
D0EW3O,T13629,Inhibitor
D0EY9S,T13629,Inhibitor
D0F4IF,T13629,Inhibitor
D0FJ1N,T13629,Inhibitor
D0FK4P,T13629,Inhibitor
D0FK6N,T13629,Inhibitor
D0FM9V,T13629,Inhibitor
D0H0CH,T13629,Inhibitor
D0H0MO,T13629,Inhibitor
D0H6AL,T13629,Inhibitor
D0HC9K,T13629,Inhibitor
D0HE8M,T13629,Inhibitor
D0HF7V,T13629,Inhibitor
D0I0JE,T13629,Inhibitor
D0I6RC,T13629,Inhibitor
D0I7UZ,T13629,Inhibitor
D0J4LV,T13629,Inhibitor
D0J4UO,T13629,Inhibitor
D0KA7I,T13629,Inhibitor
D0M6WW,T13629,Inhibitor
D0MG6V,T13629,Inhibitor
D0MK2F,T13629,Inhibitor
D0N4TZ,T13629,Inhibitor
D0N5NV,T13629,Inhibitor
D0N6NA,T13629,Inhibitor
D0NI2B,T13629,Inhibitor
D0O8FI,T13629,Inhibitor
D0QF4W,T13629,Inhibitor
D0R7CP,T13629,Inhibitor
D0R7JW,T13629,Inhibitor
D0R7YI,T13629,Inhibitor
D0RK4V,T13629,Inhibitor
D0S0OF,T13629,Inhibitor
D0TJ4D,T13629,Inhibitor
D0VB9M,T13629,Inhibitor
D0W0MT,T13629,Inhibitor
D0W0PC,T13629,Inhibitor
D0W1RQ,T13629,Inhibitor
D0X5IV,T13629,Inhibitor
D0XV7Y,T13629,Inhibitor
D0YK8M,T13629,Inhibitor
D0Z0KL,T13629,Inhibitor
D0Z4QT,T13629,Inhibitor
D0Z9UJ,T13629,Inhibitor
D08KYN,T13741,Modulator
D0G6KH,T13852,Inhibitor
D0Y0BC,T13852,Antagonist
DRI23U,T14037,Inhibitor
D0X1YZ,T14231,
D2ZI3H,T14231,Inhibitor
DV8I4Q,T14231,Inhibitor
D04GSV,T14342,Inhibitor
D06KXS,T14342,Inhibitor
D0O5WD,T14558,Inhibitor
D0N1DG,T14592,
D00YER,T14597,Inhibitor
D02UFQ,T14597,Inhibitor
