drug_id,target_id,drug_mechanism_of_action_on_target
D0F6NZ,T23785,Inhibitor
D0FC4Y,T23785,Inhibitor
D0S0XD,T23785,Inhibitor
D0R6JE,T23831,Inhibitor
D08LXU,T23984,Inhibitor
D01PSS,T24334,Inhibitor
D01SLZ,T24334,Inhibitor
D03EQN,T24334,Inhibitor
D0CZ3C,T24334,Inhibitor
D0E2IH,T24334,Inhibitor
D0F2ME,T24334,Inhibitor
D0K4DP,T24334,Inhibitor
D0RV7M,T24334,Inhibitor
D0W5QR,T24334,Inhibitor
D0Z9TM,T24334,Inhibitor
D0L6CN,T24548,Inhibitor
D0F9YV,T24595,Inhibitor
D01TAJ,T24800,
D02VPR,T24800,
D02ZTS,T24800,
D07HSU,T24800,
D0E8GT,T24800,
D0U7AA,T24800,
D00VJY,T24820,Inhibitor
D04OHC,T24823,Inhibitor
D09OMM,T24823,Inhibitor
D0O7IH,T24823,Inhibitor
D0WO5W,T24823,Inhibitor
D0Z7HE,T24823,Inhibitor
D02RIH,T24965,Activator
D03UJT,T24965,Inhibitor (gating inhibitor)
D04ALU,T24965,Inhibitor (gating inhibitor)
D06XTT,T24965,Activator
D0S3YP,T24965,Inhibitor (gating inhibitor)
D0U7BI,T24965,Activator
D0Y0EJ,T24979,
D05SSB,T25136,Inhibitor
D0NS0E,T25136,Inhibitor
D00IMW,T25164,Inhibitor
D07KZA,T25164,Inhibitor
D0R6JE,T25164,Inhibitor
D0UU1I,T25164,Inhibitor
D0X5US,T25362,Inhibitor
D07NRU,T25386,
D0D7NA,T25386,
D0DH8B,T25386,
D0LF3W,T25386,
D0O2ZR,T25386,
D0O4MI,T25386,
D0OV0E,T25386,
D0I5YK,T25728,Inhibitor
D00HCI,T25861,Blocker (channel blocker)
D0F4FK,T25861,Blocker (channel blocker)
D0JV2P,T25861,Blocker (channel blocker)
D0N7MS,T25861,Blocker (channel blocker)
D0T6DU,T25861,Activator
D0T7GC,T25861,Blocker (channel blocker)
D01GTL,T25927,
D04EVL,T25927,
D04VQC,T25927,
D05CCZ,T25927,
D05ZQZ,T25927,
D08ORM,T25927,Inhibitor
D08WXD,T25927,
D0D3QG,T25927,
D0I1FS,T25927,
D0J5PL,T25927,
D0J7EZ,T25927,
D0K9BQ,T25927,
D0L7AG,T25927,
D0L8WW,T25927,
D0M7ZC,T25927,
D0P4WQ,T25927,
D0Q4SJ,T25927,
D0S5MC,T25927,
D0V1PK,T25927,
D0V6DX,T25927,Inhibitor
D02LXI,T26073,Antagonist
D0G6XT,T26073,Antagonist
D0X0UR,T26073,Agonist
D0L6CN,T26357,Inhibitor
D04QWD,T26617,Inhibitor
D05RSP,T26617,Inhibitor
D07ATW,T26617,Inhibitor
D07LUR,T26617,Inhibitor
D0E2BH,T26617,Inhibitor
D0G6XS,T26617,Inhibitor
D0R2BA,T26617,Inhibitor
D0R5RE,T26617,Inhibitor
D0SQ1T,T26617,Inhibitor
D0X4EB,T26617,Inhibitor
D09ESF,T26774,Inhibitor
D0R2ZN,T26774,Inhibitor
D0O6XT,T27466,Inhibitor
D0N3LC,T27577,Inhibitor
D0D1EU,T27954,Inhibitor
D0T6DR,T27954,Inhibitor
D00LEN,T27984,
D02VNG,T27984,
D00SUC,T28052,Inhibitor
D01WHH,T28052,Inhibitor
D03POM,T28052,Inhibitor
D03TKM,T28052,Inhibitor
D05CCY,T28052,Inhibitor
D06TKT,T28052,Inhibitor
D09CWB,T28052,Inhibitor
D0F3TL,T28052,Inhibitor
D0G8QR,T28052,Inhibitor
D0GH8J,T28052,Inhibitor
D0HT9Q,T28052,Inhibitor
D0IQ7Y,T28052,Inhibitor
D0K4LW,T28052,Inhibitor
D0N9JZ,T28052,Inhibitor
D0NG8M,T28052,Inhibitor
D0NM3B,T28052,Inhibitor
D0PQ5P,T28052,Inhibitor
D0R2GT,T28052,Inhibitor
D0T8YT,T28052,Inhibitor
D0VZ5E,T28052,Inhibitor
D0ZJ0Z,T28052,Inhibitor
D0D1EU,T28132,Inhibitor
D0T6DR,T28132,Inhibitor
D01ZCI,T28309,Activator
D04FHQ,T28343,
D05FIN,T28343,
D08ZWA,T28343,
D0G8CN,T28343,
D05FXD,T28418,Inhibitor
D0X8BU,T28418,Inhibitor
D01GLR,T28444,
D0O3WF,T28444,
D0XO0T,T28444,
D00JXJ,T28705,
D04RGM,T28705,
D06YDM,T28705,
D06ZTM,T28705,
D07QZA,T28705,
D0N8TA,T28705,Inhibitor
D0V6DX,T28705,Inhibitor
D01KTF,T28729,
D08YXP,T28729,
D09RTT,T28729,
D0E4IZ,T28729,
D0WM1A,T28729,
D06PZZ,T28858,Blocker (channel blocker)
D09AID,T29083,Inhibitor
D0K5UF,T29083,Inhibitor
D07QCW,T29148,
D0LH7O,T29148,
D01LUJ,T29355,Inhibitor
D02VTV,T29355,Inhibitor
D02WRM,T29355,Inhibitor
D03LZO,T29355,Inhibitor
D0F8AB,T29355,Inhibitor
D0HA0J,T29355,Inhibitor
D0QY0N,T29355,Inhibitor
D0W9VZ,T29355,Inhibitor
D06PZZ,T29635,Blocker (channel blocker)
D0A1IR,T29635,Blocker (channel blocker)
D0Y4AS,T29635,Blocker (channel blocker)
D0A1MW,T29678,Activator
D0G9WE,T29678,Activator
D0S4MN,T29678,Activator
D06UKS,T29728,Inhibitor
D04MSI,T30163,Inhibitor
D07CIW,T30163,Modulator
D07GUB,T30163,Inhibitor
D08CAB,T30163,Modulator
D07UCF,T30215,Inhibitor
D01OIJ,T30219,Agonist
D01QQD,T30219,Antagonist
D0S8NM,T30219,Antagonist
D0W5XD,T30286,Blocker (channel blocker)
D09FGQ,T30292,Inhibitor
D0O8FS,T30397,
D00KRL,T30414,Inhibitor
D0G9BX,T30414,Inhibitor
D00VJY,T30614,Inhibitor
D0Y5IQ,T30727,Inhibitor
D0V0KA,T30829,Inhibitor
D01KTB,T31032,
D02YXE,T31032,
D04CYY,T31032,
D04LLB,T31032,
D05GCI,T31032,
D06DMT,T31032,
D07ZWS,T31032,
D08DCT,T31032,
D09LKE,T31032,
D0C3UV,T31032,
D0F8LL,T31032,
D0H2LG,T31032,
D0LS4V,T31032,
D0M3UJ,T31032,
D0M7OE,T31032,
D0OV0A,T31032,
D0PK2K,T31032,
D0RX1E,T31032,
D0TY2O,T31032,
D0U4ZT,T31032,
D0N0GJ,T31227,Agonist
D00LOL,T31543,Inhibitor
D01TWD,T31543,Inhibitor
D07OQF,T31543,Inhibitor
D07SFI,T31543,Inhibitor
D0CN2Q,T31543,Inhibitor
D0PY4S,T31543,Inhibitor
D0RN9V,T31543,Inhibitor
D0SP2I,T31543,Inhibitor
D0U4EO,T31543,Inhibitor
D0W2SV,T31543,Inhibitor
D02PGM,T31665,
D06LWP,T31665,
D09EQS,T31665,
D0KF3D,T31665,
D0Z6AS,T31665,
D0RO6K,T31674,Inhibitor
D07CIW,T31721,Modulator
D07GUB,T31721,Inhibitor
D08CAB,T31721,Modulator
D09HET,T31721,Inhibitor
D0F5SO,T31721,Inhibitor
D06PZZ,T31882,Blocker (channel blocker)
D00ZYK,T31935,Inhibitor
D09BNS,T31935,Inhibitor
D03BSR,T32434,Blocker (channel blocker)
D05SRQ,T32434,Blocker (channel blocker)
D0JF0W,T32434,Activator
D01RHR,T32590,Inhibitor
D04TLI,T32590,Inhibitor
D06BJG,T32590,Inhibitor
D05JJL,T33211,Inhibitor
D0A6FZ,T33211,Inhibitor
D01BTV,T33367,Inhibitor
D0E7UH,T33367,Inhibitor
D00HCI,T33586,Blocker (channel blocker)
D00DPX,T33902,Agonist
D03YBH,T33902,Agonist
D07MIE,T33902,Agonist
D07ZGV,T33902,Agonist
D0C0KJ,T33902,Agonist
D0EW6H,T33902,Agonist
D0J4RI,T33902,Agonist
D0KI5P,T33902,Agonist
D0Z2TV,T33902,Agonist
D0W9RR,T33931,Agonist
D06LNX,T33966,Inhibitor
D07CVG,T33966,Inhibitor
D0N4RO,T33966,Inhibitor
D0W3UL,T33966,Inhibitor
D04AXP,T34064,Modulator
D0J8KR,T34337,Inhibitor
D0Y1JB,T34337,Inhibitor
D00ZCD,T34389,Inhibitor
D01THA,T34389,Inhibitor
D0B7CW,T34389,Inhibitor
D0C3OH,T34389,Inhibitor
D0I6VK,T34389,Inhibitor
D0IA7Z,T34389,Inhibitor
D0M1ND,T34389,Inhibitor
D0S8TB,T34389,Inhibitor
D0X9GL,T34389,Inhibitor
D0ZU3R,T34389,Inhibitor
D0XA0N,T34471,Inhibitor
D01NBK,T34563,Inhibitor
D0F2ME,T34563,Inhibitor
D0V4GQ,T35264,Agonist
D0Q0YV,T35283,Inhibitor
D02LUF,T35527,Inhibitor
D03YMX,T35527,Inhibitor
D04JWS,T35527,Inhibitor
D05FJM,T35527,Inhibitor
D06PRC,T35527,Inhibitor
D07BXV,T35527,Inhibitor
D07JRW,T35527,Inhibitor
D08WDW,T35527,Inhibitor
D0A3QB,T35527,Inhibitor
D0F4JL,T35527,Inhibitor
D0F9FG,T35527,Inhibitor
D0H8FG,T35527,Inhibitor
D0I6ZS,T35527,Inhibitor
D0K0QU,T35527,Inhibitor
D0M6KL,T35527,Inhibitor
D0Q0LD,T35527,Inhibitor
D0S7AY,T35527,Inhibitor
D0W5DZ,T35527,Inhibitor
D0X4BT,T35527,Inhibitor
D0X4CI,T35527,Inhibitor
D01GRB,T35664,Antagonist
D05NWF,T35664,Agonist
D07QYU,T35664,Antagonist
D08MPL,T35664,Antagonist
D08WNN,T35664,Agonist
D0BB0O,T35664,Agonist
D0S3WN,T35664,Agonist
D0U1OJ,T35664,Agonist
D0V7WT,T35664,Antagonist
D08RDI,T35809,Inhibitor
D0O6XT,T35809,Inhibitor
D07GEL,T35824,Inhibitor
D0T8KR,T36121,Inhibitor
D06PZZ,T36292,Blocker (channel blocker)
D0O2TC,T36292,Inhibitor
D0Y9PH,T36445,Inhibitor
D0EW9J,T36581,Inhibitor
D01FNC,T36612,Inhibitor
D02ZNQ,T36612,Inhibitor
D0C4DE,T36612,Inhibitor
D0YP0A,T36612,Inhibitor
D01OFO,T36725,Inhibitor
D01XTB,T36725,Inhibitor
D0O3QJ,T36725,Inhibitor
D0XA0N,T36725,Inhibitor
D0YI7A,T36725,Inhibitor
D09ZIC,T36806,Inhibitor
D0A8ZM,T36806,Inhibitor
D0BR7X,T37077,
D0V2QF,T37271,Inhibitor
D0J4NQ,T37360,Agonist
D0H2CM,T37371,Inhibitor
D03EIM,T37384,Inhibitor
D0RO9R,T37417,Inhibitor
D0O6ZN,T37505,Agonist
D03CPB,T37961,Inhibitor
D07ORL,T37961,Inhibitor
D0L2WP,T37961,Inhibitor
D00FLT,T37986,Inhibitor
D07ZAJ,T38012,Activator
D0E3FR,T38012,Activator
D0O0VZ,T38017,Inhibitor
D0HZ8U,T38134,Inhibitor
D04AXP,T38157,Modulator
D05JJL,T38581,Inhibitor
D0H1GU,T38622,Inhibitor
D00VJY,T38772,Inhibitor
D06OKT,T38996,Inhibitor
D07JMN,T38996,Inhibitor
D07RPV,T38996,Inhibitor
D08SLU,T38996,Inhibitor
D09BSA,T38996,Inhibitor
D0CI4A,T38996,Inhibitor
D0OX9E,T38996,Inhibitor
D0T3HK,T38996,Inhibitor
D0X0NV,T38996,Inhibitor
D00EPB,T39134,
D01OOI,T39134,
D03MWW,T39134,
D03OGC,T39134,
D08RDK,T39134,
D0A2OL,T39134,
D0A6GY,T39134,
D0N7AB,T39134,
D0G6OU,T39135,Inhibitor
D0O5VI,T39135,Inhibitor
D00LOL,T39195,Inhibitor
D07OQF,T39195,Inhibitor
D01PKC,T39380,Antagonist
D02LXI,T39380,Antagonist
D04KQT,T39380,Agonist
D06IXI,T39380,Antagonist
D0E0DY,T39380,Agonist
D0FZ6A,T39380,Agonist
D0G8FF,T39380,Agonist
D0K3GQ,T39380,Agonist
D0R2VH,T39380,Agonist
D0R8LB,T39380,Agonist
D0X0UR,T39380,Agonist
D00OWF,T39486,Inhibitor
D02DBH,T39486,Inhibitor
D02GEJ,T39486,Inhibitor
D04IMY,T39486,Inhibitor
D04SYJ,T39486,Inhibitor
D07BWC,T39486,Inhibitor
D04FNI,T39519,Inhibitor
D0V0KA,T39698,Inhibitor
D0G2QG,T40103,Inhibitor
D0S9JG,T40243,Inhibitor
D09GMS,T40488,Inhibitor
D0KZ0M,T40488,Inhibitor
D0MK8L,T40488,Inhibitor
D0OR6O,T40488,Inhibitor
D00KXJ,T40890,Inhibitor
D00RRB,T40890,Inhibitor
D01BGG,T40890,Inhibitor
D04IFL,T40890,Inhibitor
D05NRG,T40890,Inhibitor
D09VIE,T40890,Inhibitor
D0FL0T,T40890,Inhibitor
D0II7X,T40890,Inhibitor
D0J1RB,T40890,Inhibitor
D0TP0S,T40890,Inhibitor
D0WI1G,T40890,Inhibitor
D0Z6IS,T40890,Inhibitor
D0K4SL,T41036,Agonist
D03BTJ,T41145,Inhibitor
D08RDI,T41145,Inhibitor
D09ZPM,T41145,Inhibitor
D0C2PD,T41145,Inhibitor
D0J6XI,T41145,Inhibitor
D0O6XT,T41145,Inhibitor
D0Q7IU,T41145,Inhibitor
D06XQX,T41195,Inhibitor
D07SEU,T41195,Inhibitor
D00GHB,T41666,Inhibitor
D01IPS,T41666,Inhibitor
D03VOB,T41666,Inhibitor
D04AWP,T41666,Inhibitor
D04ZAO,T41666,Inhibitor
D06EWG,T41666,Inhibitor
D06NCQ,T41666,Inhibitor
D06TXN,T41666,Inhibitor
D08NFH,T41666,Inhibitor
D0A1DU,T41666,Inhibitor
D0A5NU,T41666,Inhibitor
D0F2ME,T41666,Inhibitor
D0H2YT,T41666,Inhibitor
D0J6BK,T41666,Inhibitor
D0O7WT,T41666,Inhibitor
D0Q7WP,T41666,Inhibitor
D0X2GF,T41666,Inhibitor
D0X2VN,T41666,Inhibitor
D0XB1H,T41666,Inhibitor
D01YWE,T41702,Inhibitor
D02AMI,T41766,
D02JBK,T41766,
D02JIL,T41766,Inhibitor
D06DVW,T41766,
D06LVL,T41766,
D0B2EL,T41766,
D0B5OL,T41766,
D0F5SD,T41766,
D0LY5S,T41766,Inhibitor
D0N4TF,T41766,
D0U9JR,T41766,
D00FEY,T42004,
D02YVB,T42004,
D07XNG,T42004,
D0E5TD,T42004,
D0KO1E,T42004,
D0S6OP,T42004,
D0W7DK,T42004,
D06JPQ,T42025,Agonist
D0S9YX,T42025,Agonist
D0SY2M,T42025,Agonist
D09VAX,T42247,Antagonist
D0Z7RB,T42337,Inhibitor
D0H0LP,T42447,Inhibitor
D08ROT,T42881,Inhibitor
D08TGY,T42881,Inhibitor
D0N6ZR,T42881,Inhibitor
D0NL4Z,T42881,Inhibitor
D0XA0Y,T42881,Inhibitor
D0Y0FC,T42881,Inhibitor
D0K0UJ,T43031,Inhibitor
D07AMO,T43303,
D00UTF,T43531,Blocker (channel blocker)
D03APP,T43531,Blocker (channel blocker)
D08DQL,T43531,Blocker (channel blocker)
D0A2UX,T43531,Blocker (channel blocker)
D0PW7B,T43531,Blocker (channel blocker)
D0Z4AU,T43531,Activator
D00XSL,T43881,Modulator
D00PUR,T44011,Inhibitor
D00RIX,T44011,Inhibitor
D00SLE,T44011,Inhibitor
D00YNA,T44011,Inhibitor
D01AVM,T44011,Inhibitor
D01ERB,T44011,Inhibitor
D01IAT,T44011,Inhibitor
D01JVG,T44011,Inhibitor
D01KKU,T44011,Inhibitor
D01OCZ,T44011,Inhibitor
D01RZP,T44011,Inhibitor
D01SGP,T44011,Inhibitor
D01ZCG,T44011,Inhibitor
D02ABO,T44011,Inhibitor
D02BEJ,T44011,Inhibitor
D02DYZ,T44011,Inhibitor
D02JRB,T44011,Inhibitor
D02MQT,T44011,Inhibitor
D02MZN,T44011,Inhibitor
D02QLY,T44011,Inhibitor
D02UUR,T44011,Inhibitor
D02XZO,T44011,Inhibitor
D03BZT,T44011,Inhibitor
D03XHF,T44011,Inhibitor
D03XMR,T44011,Inhibitor
D04CQM,T44011,Inhibitor
D04EPO,T44011,Inhibitor
D05AIT,T44011,Inhibitor
D06AYL,T44011,Inhibitor
D06CED,T44011,Inhibitor
D06FPP,T44011,Inhibitor
D06NDT,T44011,Inhibitor
D06ZNI,T44011,Inhibitor
D07JOZ,T44011,Inhibitor
D07VXQ,T44011,Inhibitor
D08CXO,T44011,Inhibitor
D08EHR,T44011,Inhibitor
D08NFA,T44011,Inhibitor
D08OKP,T44011,Inhibitor
D08OQX,T44011,Inhibitor
D08PDK,T44011,Inhibitor
D09GQE,T44011,Inhibitor
D0A0CG,T44011,Inhibitor
D0A2GN,T44011,Inhibitor
D0A4XA,T44011,Inhibitor
D0A5CD,T44011,Inhibitor
D0A7PU,T44011,Inhibitor
D0B6SA,T44011,Inhibitor
D0B6SF,T44011,Inhibitor
D0B9HX,T44011,Inhibitor
D0BF3Y,T44011,Inhibitor
D0C9KZ,T44011,Inhibitor
D0D1KA,T44011,Inhibitor
D0DC3E,T44011,Inhibitor
D0EK5U,T44011,Inhibitor
D0EL1Y,T44011,Inhibitor
D0F0EI,T44011,Inhibitor
D0F6ZH,T44011,Inhibitor
D0G1DN,T44011,Inhibitor
D0G3TK,T44011,Inhibitor
D0G4KT,T44011,Inhibitor
D0G5CP,T44011,Inhibitor
D0G7PB,T44011,Inhibitor
D0H8PI,T44011,Inhibitor
D0HR7O,T44011,Inhibitor
D0I0KV,T44011,Inhibitor
D0I5YT,T44011,Inhibitor
D0IZ4Z,T44011,Inhibitor
D0J2FY,T44011,Inhibitor
D0J8LU,T44011,Inhibitor
D0JI0Q,T44011,Inhibitor
D0K6MM,T44011,Inhibitor
D0K8VL,T44011,Inhibitor
D0KG1D,T44011,Inhibitor
D0M0KX,T44011,Inhibitor
D0M3RQ,T44011,Inhibitor
D0M4SL,T44011,Inhibitor
D0M8RO,T44011,Inhibitor
D0N1LT,T44011,Inhibitor
D0NM0P,T44011,Inhibitor
D0P6JE,T44011,Inhibitor
D0P8PK,T44011,Inhibitor
D0Q3AN,T44011,Inhibitor
D0Q6AD,T44011,Inhibitor
D0Q9CI,T44011,Inhibitor
D0QX5D,T44011,Inhibitor
D0R3HP,T44011,Inhibitor
D0R5WV,T44011,Inhibitor
D0R6DT,T44011,Inhibitor
D0R6JE,T44011,Inhibitor
D0S2BW,T44011,Inhibitor
D0T5MO,T44011,Inhibitor
D0T6WL,T44011,Inhibitor
D0TA0J,T44011,Inhibitor
D0U7DJ,T44011,Inhibitor
D0UR6C,T44011,Inhibitor
D0V2QH,T44011,Inhibitor
D0V4BE,T44011,Inhibitor
D0V5JV,T44011,Inhibitor
D0W5CR,T44011,Inhibitor
D0WM4K,T44011,Inhibitor
D0Y2RL,T44011,Inhibitor
D0Z1AT,T44011,Inhibitor
D0Z1MJ,T44011,Inhibitor
D07ADX,T44341,Inhibitor
D00ERW,T44387,Inhibitor
D02NNT,T44387,Inhibitor
D08PEM,T44515,Inhibitor
D0L8CF,T44515,Inhibitor
D0OP3Y,T44515,Inhibitor
D0VH8M,T44515,Inhibitor
D06PZZ,T44516,Blocker (channel blocker)
D0A1IR,T44516,Blocker (channel blocker)
D0I7VY,T44516,Inhibitor (gating inhibitor)
D0O8MU,T44516,Blocker (channel blocker)
D08VKN,T45518,Modulator
D0P6RT,T45601,Inhibitor
D0C2GE,T46000,Inhibitor
D06UDN,T46318,Inhibitor
D00VJY,T46395,Inhibitor
D08KCZ,T46508,Inhibitor
D0K7LF,T46508,Inhibitor
D0N1BC,T46515,Inhibitor
D00BAJ,T46685,Inhibitor
D04IMY,T46685,Inhibitor
D06CXU,T46685,Inhibitor
D06MBI,T46685,Inhibitor
D0UI7U,T46685,Inhibitor
D03JVY,T46700,
D03MUZ,T46700,Inhibitor
D06KSF,T46700,Inhibitor
D09WUL,T46700,
D0C5VI,T46700,
D0I1AW,T46700,
D0M6ZQ,T46700,
D0TQ1F,T46700,
D0V0QJ,T46700,Inhibitor
D04AXP,T46814,Modulator
D0I3LQ,T46814,Modulator
D00UCE,T47306,Inhibitor
D01NIJ,T47306,Inhibitor
D02HCQ,T47306,Inhibitor
D0A9CK,T47306,Inhibitor
D0GG6X,T47306,Inhibitor
D0I3IR,T47306,Inhibitor
D0S5RY,T47306,Inhibitor
D0Z6OT,T47306,Inhibitor
D07CIW,T47498,Modulator
D07GUB,T47498,Inhibitor
D08CAB,T47498,Modulator
D01RXV,T47594,Inhibitor
D05NEC,T47594,Inhibitor
D05YMG,T47594,Inhibitor
D0E9VJ,T47594,Inhibitor
D0F2MP,T47594,Inhibitor
D0F7CA,T47594,Inhibitor
D0IA7H,T47594,Inhibitor
D0Z9FM,T47594,Inhibitor
D0K5UF,T47657,Inhibitor
D03HKV,T47782,Inhibitor
D00VJY,T47988,Inhibitor
D01BCL,T48330,Inhibitor
D05BOD,T48330,Blocker
D0SC5V,T48330,Inhibitor
D00FPT,T48614,Inhibitor
D00MZD,T48614,Inhibitor
D06NGR,T48614,Inhibitor
D00UDD,T48791,
D01DVV,T48791,
D09BIH,T48791,
D0Q8XG,T48791,
D02EMH,T48812,Antagonist
D09YHB,T48812,Inhibitor
D0A9KU,T48812,Inhibitor
D0ZX6M,T48812,Inhibitor
D00GGB,T49031,Inhibitor
D01GON,T49031,Inhibitor
D01OOO,T49031,Inhibitor
D01VMN,T49031,Inhibitor
D02CQG,T49031,Inhibitor
D02PJI,T49031,Inhibitor
D02SYR,T49031,Inhibitor
D03CMD,T49031,Inhibitor
D03JMZ,T49031,Inhibitor
D05MVF,T49031,Inhibitor
D06OXO,T49031,Inhibitor
D07SSU,T49031,Inhibitor
D08HPR,T49031,Inhibitor
D09WUW,T49031,Inhibitor
D0AR6B,T49031,Inhibitor
D0C2MH,T49031,Inhibitor
D0DK3R,T49031,Inhibitor
D0DY3A,T49031,Inhibitor
D0E6ED,T49031,Inhibitor
D0K0GJ,T49031,Inhibitor
D0L1TT,T49031,Inhibitor
D0NE8M,T49031,Inhibitor
D0P8VL,T49031,Inhibitor
D0Q0XN,T49031,Inhibitor
D0T1YB,T49031,Inhibitor
D0TU5R,T49031,Inhibitor
D0Y6HD,T49031,Inhibitor
D06PZZ,T49080,Blocker (channel blocker)
D0C2NK,T49080,Inhibitor (gating inhibitor)
D0C3KE,T49102,Inhibitor
D0K0UJ,T49102,Inhibitor
D0X1RH,T49102,Inhibitor
D0P0TI,T49208,Blocker (channel blocker)
D0F6NZ,T49542,Inhibitor
D0FC4Y,T49542,Inhibitor
D0S0XD,T49542,Inhibitor
D0RM7D,T49627,Inhibitor
D0UU1I,T49627,Inhibitor
D08RZB,T49925,Inhibitor
D0E7VO,T49925,Inhibitor
D07VGG,T49995,Inhibitor
D08HQB,T49995,Inhibitor
D0A5CN,T49995,Inhibitor
D0H9VW,T49995,Inhibitor
D0W5ED,T49995,Inhibitor
D0ML3S,T50007,Inhibitor
D05GSF,T50224,Inhibitor
D0Y3AM,T50224,Inhibitor
D01FNC,T50429,Inhibitor
D02ZNQ,T50429,Inhibitor
D0C4DE,T50429,Inhibitor
D0YP0A,T50429,Inhibitor
D05FMP,T50773,Inhibitor
D07ALM,T50773,Inhibitor
D07JHU,T50773,Inhibitor
D0C6NX,T50773,Inhibitor
D0M6CN,T50773,Inhibitor
D0MF7O,T50773,Inhibitor
D0QX2U,T50773,Inhibitor
D0S8CH,T50773,Inhibitor
D0SH7G,T50773,Inhibitor
D02FGF,T50970,Inhibitor
D07APP,T50970,Inhibitor
D0F8AR,T50970,Inhibitor
D0G9UX,T50970,Inhibitor
D0I6EU,T50970,Inhibitor
D0I6RE,T50970,Inhibitor
D0K9YR,T50970,Inhibitor
D0P1UW,T50970,Inhibitor
D0U0ST,T50970,Inhibitor
D0ZY2T,T50970,Inhibitor
D03MUW,T51284,Inhibitor
D09JAO,T51284,Inhibitor
D0B8JD,T51284,Inhibitor
D01VIX,T51385,Agonist
D08ZYC,T51385,Agonist
D0C5SV,T51385,Agonist
D0E9AY,T51385,Agonist
D0K6EG,T51385,Agonist
D0N9SV,T51385,Agonist
D08JUG,T51671,Inhibitor
D0DO9W,T51671,Inhibitor
D02FZM,T52067,Inhibitor
D06PWQ,T52067,Modulator
D08QDL,T52067,Modulator
D0E1YE,T52067,Inhibitor
D0Q3VU,T52067,Modulator
D08OBF,T52382,Inhibitor
D0A0GD,T52382,Inhibitor
D0N0UC,T52382,Inhibitor
D08YMT,T52447,Inhibitor
D0KO5D,T52447,Inhibitor
D0M2OY,T52447,Inhibitor
D00GKE,T52501,
D04LHI,T52501,
D05AYU,T52501,
D05HUP,T52501,
D07EFO,T52501,
D0D5HE,T52501,
D0E3AR,T52501,
D0F9AI,T52501,
D0M9JK,T52501,
D0QP0H,T52501,
D0V7SZ,T52501,
D0X7DN,T52501,
D0Y3OV,T52501,
D0E7NO,T52617,Inhibitor
D0N0UC,T52617,Inhibitor
D0V1EK,T52617,Inhibitor
D0XS4G,T52617,Inhibitor
D0T5NX,T52796,
D00VJY,T52936,Inhibitor
D00ENC,T52946,Inhibitor
D00FPB,T52946,Inhibitor
D00XKM,T52946,Inhibitor
D01TPW,T52946,Inhibitor
D05SGJ,T52946,Inhibitor
D06CQQ,T52946,Inhibitor
D06VNT,T52946,Inhibitor
D07QSV,T52946,Inhibitor
D0V0FG,T52946,Inhibitor
D07ZAJ,T53186,Activator
D02DQT,T53350,Inhibitor
D0P2TS,T53350,Inhibitor
D0E7VO,T53468,Inhibitor
D00YNW,T53469,Inhibitor
D0Q9XX,T53469,Inhibitor
D01ILH,T53489,Inhibitor
D02UVH,T53489,Inhibitor
D0C3YJ,T53489,Inhibitor
D0N7NB,T53489,Inhibitor
D0O1FU,T53489,Inhibitor
D0X4DY,T53489,Inhibitor
D0YF6S,T53489,Inhibitor
D08ZHT,T53578,Inhibitor
D00HWJ,T53612,Inhibitor
D07SFI,T53612,Inhibitor
D04EWW,T53892,Inhibitor
D08ERD,T53892,Inhibitor
D08QCI,T53892,Inhibitor
D0T2QL,T53892,Inhibitor
D04TPA,T53952,Inhibitor
D00RXS,T53975,Antagonist
D0A1DU,T54229,Inhibitor
D0U7QA,T54229,Inhibitor
D0G2CT,T54472,Inhibitor
D07UTZ,T54473,Modulator
D0XT2X,T54473,Modulator
D03KBV,T54526,Inhibitor
D0V6EH,T54526,Inhibitor
D0WQ7U,T54526,Inhibitor
D01OOO,T54973,Inhibitor
D01VMN,T54973,Inhibitor
D02CQG,T54973,Inhibitor
D02PJI,T54973,Inhibitor
D03CMD,T54973,Inhibitor
D0C2MH,T54973,Inhibitor
D0K0GJ,T54973,Inhibitor
D0NE8M,T54973,Inhibitor
D0T1YB,T54973,Inhibitor
D0TU5R,T54973,Inhibitor
D02KNP,T54982,Inhibitor
D0M6UK,T54982,Inhibitor
D00HLW,T55005,Inhibitor
D02BGR,T55068,Activator
D06PZZ,T55068,Blocker (channel blocker)
D07FTI,T55068,Activator
D0P8PH,T55068,Blocker (channel blocker)
D03BSR,T55114,Blocker (channel blocker)
D0JF0W,T55114,Activator
D08BJR,T55414,Inhibitor
D0D6MH,T55414,Inhibitor
D0UN9O,T55414,Inhibitor
D0Y4BL,T55414,Inhibitor
D04ZWL,T55826,Inhibitor
D02BGR,T55916,Activator
D06PZZ,T55916,Blocker (channel blocker)
D07FTI,T55916,Activator
D07ZAJ,T55916,Activator
D0FR6J,T55916,Activator
D0P8PH,T55916,Blocker (channel blocker)
D0XY2M,T55916,Activator
D07TYL,T55932,Modulator
D04DKM,T55956,Agonist
D07PZQ,T55956,Agonist
D09SXN,T55956,Antagonist
D0D2GL,T55956,Antagonist
D0H6BG,T55956,Modulator (allosteric modulator)
D0KL4K,T55956,Agonist
D0L0YF,T55956,Agonist
D0LC5O,T55956,Agonist
D0N0NJ,T55956,Agonist
D0N9UZ,T55956,Antagonist
D0O8AK,T55956,Antagonist
